,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status,"key_stats_acc_perf_NO_NA_enhanced.csv"")Held by Institutions"
4255,2009-02-18 21:36:59,1235021819.0,hon,26.16,36.01,788.42,40.38,-4.3700000000000045,N/A,8.07,0.62,3.14,7.64,9.65,6.37,34.03,49.601,22080000000.0,29080000000.0,N/A,1.02,0.80,6.562,0.80,8560000000.000001,6.562,2790000000.0,3.75,2.60,6.10,2069999999.9999998,2.833,8380000000.000001,1.079,9.859,3790000000.0,1.45,4.36,,7690000.0,1.2,1.10,9180000.0,0.0,76.40
4256,2009-02-20 05:19:00,1235135940.0,hon,24.91,40.1,770.05,42.78,-2.6799999999999997,N/A,8.05,0.61,3.10,7.64,9.65,6.37,34.03,49.617,22220000000.0,28580000000.0,N/A,0.94,0.78,6.448,0.78,8560000000.000001,6.448,2790000000.0,3.76,2.60,6.10,2069999999.9999998,2.809,8380000000.000001,1.079,9.784,3790000000.0,1.45,4.36,,7690000.0,1.2,1.00,9180000.0,0.0,76.40
4257,2012-03-16 04:06:07,1331895967.0,hon,56.78,25.68,1404.17,10.71,14.969999999999999,69.30,23.28,1.28,4.34,5.66,7.05,4.14,17.20,46.78,50370000000.0,50370000000.0,12.24,0.96,1.38,14.26,1.38,7970000000.0,14.26,1860000000.0,2.61,N/A,8.30,4110000000.0000005,5.30,7560000000.0,1.31,13.95,2830000000.0,1.36,0.07,,6750000.0,2.10,1.00,7320000.0,1.0,80.00
4258,2012-07-17 02:00:27,1342515627.0,hon,51.63,54.87,1363.67,23.26,31.609999999999996,66.72,19.68,1.14,3.62,5.88,7.41,4.34,16.91,47.72,46010000000.0,46010000000.0,10.87,0.90,1.24,12.44,1.24,7970000000.0,12.44,1990000000.0,2.77,16.70,7.30,4420000000.0,5.67,7900000000.0,1.31,15.07,3470000000.0,1.41,0.08,,6700000.0,1.60,1.00,7910000.0,1.0,81.10
4259,2013-03-17 06:49:50,1363528190.0,hon,71.22,29.11,1563.23,18.91,10.2,56.72,19.91,1.54,4.45,7.77,11.03,6.36,24.31,48.14,59850000000.0,59850000000.0,13.38,1.43,1.59,11.78,1.59,9370000000.0,11.78,2930000000.0,3.69,N/A,1.10,5220000000.0,6.66,7500000000.0,1.35,16.58,3520000000.0,1.43,0.11,,8670000.0,2.50,1.20,9190000.0,1.0,81.60
4260,2013-05-07 09:15:06,1367943306.0,hon,74.2,23.29,1625.96,15.51,7.779999999999999,56.26,19.70,1.59,4.45,8.14,11.35,6.51,24.09,48.04,61810000000.0,61810000000.0,13.78,1.44,1.64,11.84,1.64,9370000000.0,11.84,3070000000.0,3.86,17.40,0.20,5080000000.0,6.46,7700000000.0,1.35,17.08,3660000000.0,1.39,0.11,,7000000.0,1.80,1.00,9880000.0,1.0,81.60
4261,2003-10-27 05:41:01,1067258461.0,hot,22.94,37.18,1031.13,7.75,29.43,1.181,68.70,1.52,1.66,2.32,9.77,0.89,2.64,22.929,7040000000.0,11770000000.0,37.11,3.09,2.52,12.55,2.52,2280000000.0,12.55,107000000.0,0.509,144.80,17.40,321000000.0,1.6,5050000000.0,0.839,21.28,N/A,0.897,5.02,,7230000.0,4.698,3.78,8240000.0,1.0,94.50
4262,2003-12-14 19:16:01,1071458161.0,hot,21.94,67.14,1071.21,11.9,55.24,1.122,71.77,1.48,1.58,2.19,9.47,0.84,2.45,22.782,6890000000.0,10990000000.0,37.36,2.98,2.36,12.23,2.36,2280000000.0,12.23,101000000.0,0.475,144.80,17.40,787000000.0,3.89,4880000000.0,1.019,21.55,N/A,0.952,5.02,,6630000.0,4.593,3.45,7230000.0,1.0,92.88
4263,2005-02-19 21:18:01,1108876681.0,hot,39.83,8.39,1210.34,6.53,1.8600000000000003,0.928,34.13,2.29,2.57,6.87,12.17,3.08,8.03,25.026,12210000000.0,16329999999.999998,23.21,1.91,3.04,15.06,3.04,2240000000.0,15.06,369000000.0,1.71,13.00,0.60,326000000.0,1.56,4440000000.0,0.791,22.938999,622000000.0,1.197,5.00,,4260000.0,2.894,2.15,5120000.0,0.0,91.91
4264,2005-04-21 12:32:11,1114111931.0,hot,37.58,21.98,1159.95,13.05,8.93,0.928,31.88,2.19,2.38,6.87,12.17,3.08,8.03,25.026,11780000000.0,15900000000.0,21.43,1.79,2.96,14.66,2.96,2360000000.0,14.66,369000000.0,1.71,27.80,15.90,326000000.0,1.51,4440000000.0,0.791,22.938999,578000000.0,1.163,0.68,,5010000.0,3.31,2.34,4370000.0,1.0,92.39
4265,2007-04-09 15:22:21,1176157341.0,hot,58.36,-24.14,1444.61,-5.47,-18.67,0.875,14.72,2.52,4.97,17.44,14.37,5.87,27.13,28.07,14790000000.0,17510000000.0,N/A,1.85,2.93,13.172,2.93,1640000000.0,13.172,1120000000.0,4.68,27.70,3.70,183000000.0,0.852,2630000000.0,0.735,14.09,500000000.0,2.37,0.13,,2530000.0,1.5,1.20,2510000.0,0.0,91.20
4266,2008-02-03 08:10:14,1202055014.0,hot,39.23,-65.28,1378.55,-40.12,-25.160000000000004,1.215,16.86,1.47,3.50,9.80,15.41,6.26,22.42,29.434,9300000000.0,12280000000.0,N/A,1.41,2.01,9.882,2.01,1640000000.0,9.882,600000000.0,2.77,16.80,5.40,181000000.0,0.909,3160000000.0,1.034,12.926,838000000.0,0.57,0.18,,3740000.0,1.3,1.90,3390000.0,0.0,90.00
4267,2009-02-03 21:40:18,1233726018.0,hot,13.93,134.17,838.51,30.86,103.30999999999999,2.169,7.27,0.44,1.45,6.40,13.47,5.38,19.87,33.563,2780000000.0,6670000000.0,N/A,1.78,1.08,5.774,1.08,1730000000.0,5.774,445000000.0,2.09,12.40,0.30,127000000.0,0.694,4070000000.0000005,0.791,10.261,742000000.0,1.33,18.43,,21810000.0,3.9,13.00,19920000.0,1.0,82.70
4268,2011-02-12 05:34:10,1297517650.0,hot,58.18,-8.8,1320.88,2.35,-11.15,134.79,25.91,2.41,4.95,9.41,10.35,3.54,14.22,27.71,14720000000.0,14720000000.0,27.90,1.53,2.90,17.99,2.90,2980000000.0,17.99,310000000.0,2.51,N/A,15.80,753000000.0,3.90,3350000000.0,1.05,12.81,14720000000.0,2.15,5.27,,12330000.0,6.40,7.30,13350000.0,0.0,92.20
4269,2013-05-30 10:27:14,1369934834.0,hot,65.98,19.48,1654.41,16.27,3.210000000000001,52.23,20.91,3.67,4.02,17.67,25.35,6.32,14.83,18.99,14680000000.0,14680000000.0,23.38,3.02,4.01,12.79,4.01,3970000000.0,12.79,484000000.0,3.30,66.40,19.00,387000000.0,1.99,1750000000.0,1.05,17.18,1140000000.0,1.86,0.25,,4730000.0,2.40,2.80,4900000.0,0.0,95.30
4270,2004-03-12 16:06:08,1079136368.0,hov,44.25,22.96,1120.57,7.71,15.25,1.236,10.48,0.79,3.21,8.07,12.85,13.36,38.46,102.171,2630000000.0,3550000000.0,8.10,0.44,1.06,7.33,1.06,808440000.0,7.33,270330000.0,8.253,86.90,25.50,128220000.0,4.22,1010000000.0,N/A,27.278999,194510000.0,0.654,48.64,,2990000.0,2.973,19.19,3040000.0,1.0,50.42
4271,2004-04-13 04:45:44,1081856744.0,hov,38.64,32.63,1129.44,3.93,28.700000000000003,1.304,9.39,0.71,2.65,8.07,12.93,12.58,36.43,51.059,2360000000.0,3440000000.0,7.03,0.31,1.03,6.7,1.03,808440000.0,6.7,270330000.0,4.124,86.90,25.50,121390000.0,1.99,1170000000.0,N/A,14.736,194510000.0,0.644,48.60,,5160000.0,2.9,16.44,5990000.0,1.0,50.07
4272,2004-10-26 04:26:06,1098789966.0,hov,37.74,18.73,1111.09,7.23,11.5,1.22,7.71,0.56,2.00,8.05,12.91,11.78,34.24,57.777,2190000000.0,3380000000.0,5.77,0.22,0.89,5.71,0.89,808440000.0,5.71,306170000.0,4.658,86.90,25.50,18980000.0,0.31,1290000000.0,N/A,17.257,286080000.0,0.631,48.59,,4340000.0,6.641,13.83,4480000.0,1.0,48.38
4273,2005-05-25 22:59:06,1117087146.0,hov,58.35,-43.77,1190.01,6.96,-50.730000000000004,1.083,10.25,0.82,2.84,8.38,13.26,12.47,34.53,67.834,3570000000.0,4910000000.0,7.26,0.42,1.11,7.03,1.11,1030000000.0,7.03,372450000.0,5.70,35.50,29.90,93280000.0,1.52,1380000000.0,N/A,20.813999,154740000.0,0.895,43.32,,5400000.0,4.424,15.55,5330000.0,0.0,50.36
4274,2006-11-30 08:49:11,1164905351.0,hov,35.51,-78.71,1400.63,5.75,-84.46,1.24,5.12,0.33,1.07,7.01,11.57,9.72,23.51,98.296,2049999999.9999998,4690000000.0,N/A,0.61,0.76,5.7,0.76,1410000000.0,5.7,422160000.0,6.484,33.60,18.10,36790000.0,0.595,2550000000.0,9.08,31.068001,717430000.0,2.4,23.70,,10430000.0,8.3,29.60,10540000.0,0.0,72.70
4275,2007-03-10 09:12:39,1173546759.0,hov,,,1391.97,-6.3,,1.22,13.70,0.31,1.05,2.43,9.14,7.07,8.01,97.868,1820000000.0,N/A,N/A,4.58,N/A,N/A,N/A,1010000000.0,N/A,138860000.0,2.14,N/A,1.50,43630000.0,0.705,2370000000.0,6.472,29.232,650710000.0,3.09,23.69,,10680000.0,7.6,30.10,10200000.0,0.0,72.30
4276,2007-04-06 11:37:02,1175884622.0,hov,24.53,-52.02,1437.77,-4.89,-47.13,1.324,245.00,0.25,0.85,0.18,7.55,5.70,0.58,96.046,1520000000.0,4110000000.0000005,N/A,6.96,0.68,7.74,0.68,1010000000.0,7.74,0.00,0.00,N/A,8.80,1000000.0,0.016,2490000000.0,10.36,28.215,489180000.0,3.19,12.76,,12400000.0,6.8,34.80,11990000.0,0.0,100.30
4277,2007-05-02 08:29:50,1178119790.0,hov,24.3,-51.23,1495.92,-5.79,-45.44,1.324,960.00,0.25,0.85,0.18,7.55,5.70,0.58,96.046,1480000000.0,4110000000.0000005,N/A,N/A,0.68,7.735,0.68,1010000000.0,7.735,0.00,0.00,N/A,8.80,1000000.0,0.016,2490000000.0,10.36,28.215,489180000.0,2.68,12.76,,15940000.0,6.1,44.80,12400000.0,0.0,101.00
4278,2007-05-28 18:20:57,1180401657.0,hov,,,1515.73,-8.6,,1.324,795.00,0.27,0.91,0.18,7.55,5.70,0.58,96.046,1590000000.0,4210000000.0,N/A,N/A,0.70,7.93,0.70,1010000000.0,7.93,0.00,0.00,N/A,8.80,1000000.0,0.016,2490000000.0,10.36,28.215,489180000.0,2.68,12.76,,15940000.0,6.1,44.70,12400000.0,0.0,107.20
4279,2007-06-02 09:58:55,1180803535.0,hov,25.95,-68.79,1530.23,-8.62,-60.17000000000001,1.324,055.00,0.26,0.90,0.18,7.55,5.70,0.58,96.046,1490000000.0,4190000000.0000005,N/A,N/A,0.69,7.892,0.69,1010000000.0,7.892,0.00,0.00,N/A,8.80,1000000.0,0.016,2490000000.0,10.36,28.215,489180000.0,2.68,12.76,,15940000.0,6.1,44.70,12400000.0,0.0,107.20
4280,2007-06-05 01:35:32,1181032532.0,hov,23.15,-67.6,1530.95,-10.04,-57.559999999999995,1.408,N/A,0.27,0.87,2.17,4.43,2.78,6.30,88.642,1490000000.0,4240000000.0,N/A,N/A,0.76,13.784,0.76,1010000000.0,13.784,131550000.00000001,2.09,N/A,29.40,10140000.0,0.163,2620000000.0,8.745,27.732,N/A,2.68,12.76,,17520000.0,7.5,49.10,15940000.0,0.0,114.70
4281,2007-07-04 09:32:13,1183566733.0,hov,,,1530.95,-17.51,,1.408,N/A,0.18,0.58,2.17,5.35,3.37,6.30,88.642,972140000.0,3720000000.0,N/A,N/A,0.67,10.432,0.67,1010000000.0,10.432,131550000.00000001,2.09,N/A,29.40,10140000.0,0.163,2620000000.0,11.382,27.732,243740000.0,3.14,12.49,,18610000.0,8.9,51.90,17520000.0,0.0,103.60
4282,2007-12-14 04:32:45,1197635565.0,hov,8.23,-68.77,1467.95,-38.74,-30.029999999999994,1.52,N/A,0.10,0.32,5.35,2.92,1.67,14.36,81.831,533100000.0,3350000000.0,N/A,N/A,0.65,12.932,0.65,1010000000.0,12.932,286460000.0,4.55,N/A,27.10,19630000.0,0.316,2710000000.0,8.064,26.533001,107920000.0,3.61,8.62,,26490000.0,9.4,72.60,25730000.0,0.0,111.10
4283,2008-10-29 00:05:16,1225263916.0,hov,3.47,17.87,930.09,14.62,3.2500000000000018,3.404,N/A,0.07,0.40,28.67,6.87,3.61,88.99,59.844,277050000.0,2370000000.0,N/A,N/A,0.59,7.757,0.59,231540000.0,7.757,1140000000.0,17.198,N/A,36.60,677210000.0,8.824,2650000000.0,10.155,8.373,644950000.0,0.77,20.89,,23760000.0,5.4,47.10,27790000.0,0.0,87.50
4284,2008-12-12 09:22:57,1229102577.0,hov,2.16,69.91,879.73,24.58,45.33,3.404,N/A,0.04,0.27,28.67,6.87,3.61,88.99,59.844,171910000.0,2280000000.0,N/A,N/A,0.57,7.47,0.57,231540000.0,7.47,1140000000.0,17.20,N/A,36.60,677210000.0,8.824,2650000000.0,10.155,8.373,644950000.0,1.77,19.11,,24980000.0,49.70,49.70,25140000.0,1.0,90.80
4285,2008-12-20 20:06:49,1229832409.0,hov,2.27,74.45,904.42,21.19,53.260000000000005,8.133,N/A,0.05,0.85,33.99,10.70,5.41,136.14,47.17,135080000.0,2120000000.0,N/A,N/A,0.64,6.344,0.64,231540000.0,6.344,1120000000.0,16.04,N/A,48.20,838210000.0,10.921,2690000000.0,6.71,2.54,N/A,1.77,19.11,,24460000.0,10.5,48.70,24980000.0,1.0,90.80
4286,2011-10-24 13:11:36,1319487096.0,hov,1.43,202.8,1254.19,12.67,190.13000000000002,N/A,N/A,0.11,N/A,27.90,2.47,0.98,N/A,12.34,1740000000.0,1740000000.0,N/A,0.11,1.52,98.62,1.52,47650000.0,98.62,319850000.0,3.44,N/A,25.00,273440000.0,2.88,1750000000.0,6.78,5.66,1740000000.0,3.62,17.15,,18360000.0,11.50,36.30,14740000.0,1.0,38.60
4287,2012-02-01 18:13:31,1328148811.0,hov,2.52,126.59,1324.09,13.14,113.45,N/A,N/A,0.20,N/A,25.21,1.46,0.61,N/A,11.30,1840000000.0,1840000000.0,N/A,0.33,1.62,254.96,1.62,23210000.0,254.96,286090000.0,2.85,N/A,3.20,244360000.0,2.56,1720000000.0,5.07,6.65,207410000.0,3.50,16.54,,16260000.000000002,6.30,32.20,15830000.0,1.0,31.40
4288,2012-04-21 12:27:28,1335036448.0,hov,2.05,132.2,1385.14,11.3,120.89999999999999,N/A,N/A,0.17,N/A,20.85,0.52,0.24,N/A,10.67,1840000000.0,1840000000.0,N/A,0.39,1.60,681.09,1.60,23210000.0,681.09,240210000.0,2.23,N/A,6.70,166030000.0,1.68,1670000000.0,5.99,6.72,253010000.0,3.36,16.54,,23740000.0,7.20,34.30,22090000.0,1.0,31.40
4289,2012-06-10 08:23:11,1339341791.0,hov,2.08,187.02,1314.99,24.93,162.09,N/A,N/A,0.21,N/A,13.38,1.52,0.72,N/A,11.20,1800000000.0,1800000000.0,N/A,0.77,1.45,66.80,1.45,23210000.0,66.80,165740000.0,1.50,N/A,33.90,195160000.0,1.54,1590000000.0,3.48,4.66,N/A,2.83,11.83,,21230000.0,6.70,30.70,17500000.0,1.0,23.30
4290,2013-04-22 02:41:34,1366623694.0,hov,5.13,-10.92,1562.5,20.29,-31.21,N/A,N/A,0.42,N/A,3.76,6.59,4.21,N/A,11.69,2260000000.0,2260000000.0,10.25,10.58,1.44,20.58,1.44,214840000.0,20.58,59240000.0,0.44,N/A,32.90,232790000.0,1.67,1670000000.0,7.69,4.43,18100000.0,2.66,12.53,,33439999.999999996,4.80,29.90,31820000.0,0.0,43.40
4291,2013-04-26 07:09:40,1366985380.0,hov,5.67,-21.16,1582.24,18.53,-39.69,N/A,N/A,0.49,N/A,3.76,6.59,4.21,N/A,11.69,2260000000.0,2260000000.0,11.50,10.58,1.44,20.58,1.44,214840000.0,20.58,59240000.0,0.44,N/A,32.90,232790000.0,1.67,1670000000.0,7.69,4.43,18100000.0,2.66,12.53,,33439999.999999996,4.80,29.90,31820000.0,0.0,43.40
4292,2004-11-24 10:41:47,1101321707.0,hp,14.98,,1181.76,6.18,,0.219,390.85,2.57,1.75,0.58,1.29,0.25,0.47,12.215,1620000000.0,1750000000.0,22.26,N/A,2.82,15.21,2.82,169750000.0,15.21,4360000.0,0.082,71.90,0.90,65300000.0,1.3,200000000.0,4.017,18.128,94600000.0,0.593,12.33,,2180000.0,5.369,4.93,2860000.0,0.0,84.39
4293,2005-02-22 05:18:28,1109078308.0,hp,18.37,67.88,1184.16,9.16,58.72,0.208,N/A,N/A,2.12,N/A,N/A,0.00,0.00,N/A,2060000000.0,2080000000.0,19.53,N/A,N/A,N/A,N/A,204300000.0,N/A,0.00,0.00,75.60,20.50,177520000.0,3.5,200000000.0,6.037,18.943001,143340000.0,0.697,11.73,,2160000.0,6.412,4.82,2150000.0,1.0,82.90
4294,2005-03-09 01:46:57,1110361617.0,hp,17.98,56.95,1207.01,5.4,51.550000000000004,0.208,N/A,N/A,2.15,N/A,N/A,0.00,0.00,N/A,2049999999.9999998,2089999999.9999998,19.38,N/A,N/A,N/A,N/A,204300000.0,N/A,0.00,0.00,75.60,20.50,177520000.0,3.5,200000000.0,6.037,18.943001,143340000.0,0.721,11.73,,1980000.0,3.79,4.42,2160000.0,1.0,84.78
4295,2006-06-21 12:08:27,1150916907.0,hp,25.65,31.27,1252.2,21.56,9.71,0.161,15.63,2.86,2.27,18.38,29.12,10.96,16.24,19.054,2820000000.0,2830000000.0,N/A,0.14,2.87,7.196,2.87,316500000.0,7.196,181330000.0,3.44,188.90,56.80,276550000.0,5.274,200000000.0,4.568,23.724001,272120000.0,2.09,3.70,,1860000.0,2.7,3.70,1970000.0,1.0,84.90
4296,2007-03-10 22:58:06,1173596286.0,hp,,,1391.97,-6.3,,0.167,8.40,2.13,1.98,26.10,35.11,15.28,27.21,12.976,2900000000.0,3070000000.0,N/A,N/A,2.26,5.1,2.26,563250000.0,5.1,353830000.0,3.35,118.00,51.30,73420000.0,0.711,243720000.0,1.596,14.127,373730000.0,1.9,3.70,,2400000.0,1.4,2.40,1840000.0,0.0,77.20
4297,2008-01-12 21:32:47,1200202367.0,hp,35.93,-32.15,1409.13,-35.44,3.289999999999999,0.245,8.88,2.41,2.16,27.57,35.22,14.29,28.10,15.77,3930000000.0,4280000000.0000005,N/A,0.97,2.63,5.949,2.63,1630000000.0,5.949,449260000.0,4.27,18.20,25.30,89570000.0,0.865,445000000.0,2.202,17.544001,561070000.0,1.05,3.52,,2400000.0,2.40,2.40,2550000.0,0.0,77.70
4298,2008-04-26 05:08:27,1209211707.0,hp,51.7,-41.7,1379.93,-38.26,-3.440000000000005,0.253,13.18,3.28,2.91,26.25,34.75,13.85,26.47,16.442,5790000000.0,6180000000.0,N/A,1.30,3.63,8.228,3.63,1630000000.0,8.228,446300000.0,4.24,2.70,18.20,97510000.0,0.941,485000000.0,2.341,18.474001,534140000.0,0.83,3.17,,4380000.0,2.9,4.40,4410000.0,0.0,81.30
4299,2010-11-28 09:20:38,1290964838.0,hp,,,1379.93,-13.58,,14.42,38.99,2.80,1.79,7.23,22.23,5.88,8.71,16.33,5150000000.0,5150000000.0,13.16,1.55,2.99,8.07,2.99,882480000.0,8.07,231070000.0,1.16,N/A,25.80,77720000.0,0.73,390000000.0,2.60,25.57,5150000000.0,0.99,3.12,,5450000.0,3.60,5.80,6200000.0,0.0,90.00
4300,2011-09-28 05:07:37,1317211657.0,hp,41.14,12.01,1151.06,25.72,-13.709999999999999,10.87,12.47,2.07,1.54,16.48,26.47,8.85,13.38,22.59,5020000000.0,5020000000.0,9.43,0.49,2.09,5.38,2.09,803200000.0,5.38,395300000.0,3.65,N/A,33.20,288320000.0,2.69,350000000.0,3.37,30.10,5020000000.0,1.24,3.16,,5250000.0,2.30,5.10,3800000.0,0.0,92.00
4301,2012-01-17 06:28:07,1326810487.0,hp,54.88,3.75,1293.67,13.83,-10.08,10.70,14.68,2.50,1.94,17.07,27.26,9.35,14.30,23.85,6250000000.0,6250000000.0,10.21,0.44,2.46,6.23,2.46,1110000000.0,6.23,433370000.0,3.99,46.20,25.40,364250000.0,3.40,350000000.0,2.30,30.54,977550000.0,1.26,3.04,,5250000.0,3.50,5.10,5230000.0,0.0,92.00
4302,2012-03-25 04:07:29,1332673649.0,hp,52.51,10.7,1392.78,11.41,-0.7100000000000009,10.16,12.78,2.19,1.71,17.69,28.02,9.66,14.81,25.08,5960000000.0,5960000000.0,9.72,0.72,2.22,5.55,2.22,1110000000.0,5.55,473140000.0,4.34,38.50,23.20,347860000.0,3.24,350000000.0,2.34,32.10,975530000.0,1.60,3.04,,7160000.0,4.10,6.90,7650000.0,0.0,92.00
4303,2012-04-24 07:16:26,1335276986.0,hp,50.57,15.82,1371.97,15.07,0.75,10.16,11.95,2.08,1.62,17.69,28.02,9.66,14.81,25.08,5580000000.0,5580000000.0,9.12,0.52,2.08,5.19,2.08,1110000000.0,5.19,473140000.0,4.34,38.50,23.20,347860000.0,3.24,350000000.0,2.34,32.10,975530000.0,1.73,3.04,,6860000.0,5.10,6.60,6190000.0,0.0,92.00
4304,2012-06-29 17:27:04,1341016024.0,hp,41.73,45.87,1362.16,17.7,28.169999999999998,9.72,9.23,1.57,1.24,17.74,27.76,9.72,15.02,26.57,4490000000.0,4490000000.0,8.27,0.57,1.58,3.98,1.58,1110000000.0,3.98,503700000.0,4.62,31.30,27.40,324390000.0,3.02,350000000.0,2.59,33.54,964630000.0,1.52,3.06,,5330000.0,2.80,5.10,4210000.0,1.0,96.20
4305,2012-10-25 01:21:26,1351153286.0,hp,47.12,58.32,1412.97,24.54,33.78,9.63,9.74,1.72,1.43,18.04,28.12,10.19,15.92,28.21,5400000000.0,5400000000.0,10.69,0.91,1.79,4.48,1.79,1110000000.0,4.48,543540000.0,4.99,36.50,27.30,148870000.0,1.41,350000000.0,2.28,34.39,894090000.0,1.44,3.12,,5010000.0,3.30,4.80,5300000.0,1.0,92.80
4306,2013-03-14 20:18:40,1363317520.0,hp,63.1,53.31,1563.23,17.78,35.53,5.89,11.90,2.06,1.69,18.27,28.07,10.23,15.84,30.65,6820000000.0,6820000000.0,11.52,2.07,2.09,5.22,2.09,1400000000.0,5.22,586420000.0,5.50,10.60,15.30,241150000.0,2.27,235000000.0,2.29,37.56,1110000000.0,1.60,3.10,,5110000.0,3.70,5.00,6020000.0,1.0,93.30
4307,2013-04-22 02:16:48,1366622208.0,hp,56.72,97.21,1562.5,20.29,76.91999999999999,5.89,10.42,1.87,1.53,18.27,28.07,10.23,15.84,30.65,6080000000.0,6080000000.0,10.14,1.87,1.86,4.65,1.86,1400000000.0,4.65,586420000.0,5.50,10.60,15.30,241150000.0,2.27,235000000.0,2.29,37.56,1110000000.0,1.66,3.11,,6720000.0,4.20,6.50,6490000.0,1.0,93.30
4308,2013-05-11 03:47:31,1368269251.0,hp,60.51,76.22,1632.69,14.88,61.339999999999996,4.67,10.95,2.01,1.60,18.54,28.35,10.31,15.69,31.37,6590000000.0,6590000000.0,11.07,2.26,1.98,4.85,1.98,1400000000.0,4.85,607980000.0,5.70,16.50,8.90,172990000.0,1.63,195000000.0,3.06,39.26,1060000000.0,1.65,3.11,,7420000.0,4.90,7.20,6720000.0,1.0,93.30
4309,2003-10-13 03:21:25,1066040485.0,hpq,18.24,-11.4,1045.35,7.32,-18.72,0.211,33.40,0.90,1.74,2.90,3.16,2.89,5.65,23.281,64180000000.00001,58810000000.0,14.92,1.67,0.83,20.12,0.83,15010000000.0,20.12,2069999999.9999998,0.63,321.30,25.10,13160000000.0,4.32,7790000000.0,1.546,12.09,N/A,1.67,8.92,,38390000.0,2.813,1.38,44090000.0,0.0,95.00
4310,2004-06-22 17:06:08,1087949168.0,hpq,18.14,19.07,1134.41,7.01,12.06,0.187,21.55,0.83,1.63,3.88,4.67,4.06,7.90,24.954,63670000000.0,55640000000.0,12.73,1.40,0.72,13.37,0.72,19410000000.0,13.37,2980000000.0,0.969,N/A,29.10,15010000000.0,4.92,7260000000.0,1.573,12.787,5630000000.0,1.698,6.62,,26010000.0,2.116,0.91,28970000.0,1.0,65.45
4311,2004-08-10 05:06:31,1092139591.0,hpq,17.32,22.92,1079.04,13.91,9.010000000000002,0.187,20.52,0.79,1.56,3.88,4.67,4.06,7.90,24.954,60620000000.0,52930000000.0,12.12,1.34,0.69,12.72,0.69,19410000000.0,12.72,2980000000.0,0.969,N/A,29.10,15010000000.0,4.92,7260000000.0,1.573,12.787,5630000000.0,1.703,6.62,,28810000.0,3.205,1.01,27490000.0,1.0,65.37
4312,2004-10-24 20:51:51,1098676311.0,hpq,16.01,56.03,1106.49,8.4,47.63,0.184,16.86,0.71,1.44,4.17,5.03,4.43,8.58,25.484,54180000000.0,47000000000.0,12.12,1.37,0.60,10.39,0.60,19410000000.0,10.39,3270000000.0,1.064,N/A,29.10,14300000000.0,4.73,7120000000.0,1.52,12.776,5480000000.0,1.704,6.62,,32340000.000000004,2.215,1.15,30760000.0,1.0,65.91
4313,2005-01-19 17:32:14,1106184734.0,hpq,17.75,61.07,1184.63,8.48,52.59,0.19,17.66,0.77,1.61,4.38,5.20,4.68,9.15,26.162,61330000000.0,53610000000.0,11.95,1.29,0.67,11.26,0.67,19410000000.0,11.26,3500000000.0,1.15,N/A,29.10,12970000000.0,4.46,7130000000.0,1.501,12.656,5480000000.0,1.757,5.46,,22050000.0,1.839,0.80,43940000.0,1.0,65.70
4314,2005-02-25 15:39:08,1109374748.0,hpq,18.09,61.47,1211.37,6.71,54.76,0.191,17.48,0.73,1.58,4.28,4.96,4.69,9.17,27.135,59360000000.0,53090000000.0,12.07,1.33,0.65,11.32,0.65,19760000000.0,11.32,3500000000.0,1.17,N/A,N/A,13600000000.0,4.67,7210000000.0,1.513,12.973,N/A,1.777,0.37,,27830000.0,1.793,0.96,25720000.0,1.0,69.50
4315,2005-04-06 23:07:25,1112854045.0,hpq,19.13,58.44,1184.07,10.55,47.89,0.191,18.64,0.76,1.66,4.28,4.96,4.69,9.17,27.135,63040000000.0,56040000000.0,12.88,1.39,0.68,11.95,0.68,19760000000.0,11.95,3500000000.0,1.17,37.70,9.40,13600000000.0,4.7,7210000000.0,1.513,N/A,6500000000.0,1.962,0.37,,27670000.0,2.349,0.96,27830000.0,1.0,67.42
4316,2005-05-27 06:26:07,1117200367.0,hpq,20.01,43.78,1198.78,4.99,38.79,0.187,18.99,0.79,1.73,4.31,4.99,4.76,9.39,27.998,66599999999.99999,58740000000.0,13.77,1.51,0.71,12.27,0.71,19760000000.0,12.27,3590000000.0,1.21,37.70,9.40,14480000000.0,7150000000.0,7150000000.0,1.495,13.227,6500000000.0,1.985,0.37,,34420000.0,2.927,1.19,28850000.0,1.0,70.05
4317,2006-06-17 20:09:35,1150600175.0,hpq,26.86,52.76,1230.04,23.81,28.95,0.135,26.43,1.00,2.41,4.07,6.56,4.96,9.61,31.32,92170000000.0,83140000000.0,N/A,1.18,0.94,9.913,0.94,20470000000.0,9.913,3620000000.0,1.25,96.60,4.60,14040000000.0,5.034,5010000000.0,1.3,13.224,9580000000.0,1.6,3.57,,40960000.0,4.8,1.50,45300000.0,1.0,75.30
